title,artist,lyrics,rank,last_week,peak_rank,weeks_on_chart,release_year,lyric_length,word_count,top_emotion,top_emotion_score,anger,disgust,fear,joy,neutral,sadness,surprise
Bloodline,Alex Warren With Jelly Roll,"Take that pain, pass it down like bottles on the wall Mama said her dad's to blame but that's his daddy's fault Oh, there's no one left to call You stay up counting down the days 'til you make your escape But you're afraid you can't outrun what's running through your veins Oh, you're carrying the weight In the dead of night, on that broken road I won't let you walk alone Oh, my brother You don't have to follow in your bloodline Oh, we got each other And if you got tomorrow, then you still got time To break the chain that left you scarred From where you came isn't who you are Oh, my brother You don't have to follow in your bloodlinе Oh, I won't pretend that I know half the hеll you've seen But that don't mean that's something that you're destined to repeat Oh, you're stronger than you think I know it has to end, but you don't know where to start You can pack your bags and I'll meet you where you are Oh, I'll be waiting in the car In the dead of night, on that broken road I won't let you walk alone Oh, my brother You don't have to follow in your bloodline Oh, we got each other And if you got tomorrow, then you still got time To break the chain that left you scarred From where you came isn't who you are Oh, my brother (Oh) You don't have to follow in your bloodline That storm keeps on raging, but don't you forget God's not done with you yet When it feels like you're losing the war in your head Just know this isn't the end Oh, my brother You don't have to follow in your bloodline (In your bloodline) Oh, we got each other And if you got tomorrow, then you still got time (You still got time) To break the chain that left you scarred From where you came isn't who you are Oh, my brother You don't have to follow in your bloodline",76,67,32,10,2025,350,347,fear,0.8576525449752808,0.03813062980771065,0.008948308415710926,0.8576525449752808,0.00370013271458447,0.06229293346405029,0.023079782724380493,0.006195513065904379
TN,Morgan Wallen,"It's the liquor in my cup, it's the tag on my truck And the tag on the buck that I dropped Thanksgiving last season TN It's the letters on my hat, it's the dust on my dash When I take my last breath, that's the dirt that they gonna bury me in TN It still got the JD in a Dixie, and the UT on the TV And that smokey mountain smoke I'm breathin' But I'd bet my last Rocky Top Dollar, that she's in In CO, or CA or back home in GA Any place she won't see me in Now the one thing I was needin' Is the only damn thing I couldn't keep in TN It's that I-40 ride we took all the time She took that night when I couldn't talk her out of leavin' TN There ain't еnough sad songs down in Nashville Ain't enough moonshine up in thеm hills To give her a good reason to come on back to me in TN It still got the JD in a Dixie, and the UT on the TV And that smokey mountain smoke I'm breathin' But I'd bet my last Rocky Top Dollar, that she's in In CO, or CA or back home in GA Any place she won't see me in Now the one thing I was needin' Is the only damn thing I couldn't keep in TN It's the number she ain't gonna pick up I would've gone with her, but I couldn't give up I couldn't give up All the JD in a Dixie, or the UT on the TV And that smokey mountain smoke I'm breathin' But I'd bet my last Rocky Top Dollar, that she's in In CO, or CA or back home in GA Any place she won't see me in Now the one thing I was needin' Is the only damn thing I couldn't keep in TN",77,85,31,11,2025,322,319,neutral,0.42988768219947815,0.1532989889383316,0.2472618669271469,0.045636821538209915,0.006909579038619995,0.42988768219947815,0.04620983824133873,0.07079512625932693
Hard Fought Hallelujah,Brandon Lake X Jelly Roll,"Yeah, I don't always feel it But that's when I need it the most So I'ma keep on singing 'Til my soul catches up with my song There's times when my hands go up freely And times that it costs There's days when a praise comes out easy And days when it takes all the strength I've got I'll bring my hard-fought heartfelt Been-through-hell hallelujah I'll bring my storm-tossed, torn-sail Story to tell hallelujah God, You've been patient God, You've been gracious Faithful whatever I'm feeling or facing So I'll bring my hard-fought, heartfelt It is well hallelujah Woah-oh-oh-oh Hallelujah, hallelujah Oh, I've wrestled with the darknеss But I'm trying to reach for the light Yeah, thе struggle keeps me honest And it breaks down the walls of my pride 'Cause faith isn't proven like gold 'Til it's been through the fire Woah-oh-oh-oh My head, heart and hands are feeling heavy And that's when I lift them just a little higher I'll bring my hard-fought, heartfelt, been-through-hell hallelujah Ooh-ooh-ooh I'll bring my storm-tossed, torn sail, story-to-tell hallelujah Woah-oh-oh-oh God, You've been patient God, You've been gracious Faithful whatever I'm feeling or facing I'll bring my hard-fought, heartfelt, it-is-well hallelujah Woah-oh-oh-oh-oh Hallelujah, hallelujah Mmmm, yeah Oh-oh-oh-oh-oh-woah Woah-oh-oh-oh Woah-oh-oh-woah Oh-oh-oh-woah Oh-oh-oh-oh Hallelujah Woah-oh-oh-oh-oh Lord, I need You Woah-oh-oh-oh-oh How can I be the same when I'm not Woah-oh-oh-oh-oh Lord, won't You free me? Woah-oh-oh-oh-oh Woah-oh-oh-oh-oh It ain't been easy, break off these chains Lord I'll bring my hard-fought, heartfelt, been-through-hell hallelujah (Hallelujah) I'll bring my storm-tossed, torn sail, story-to-tell hallelujah Oh-oh-oh-oh-woah God, You've been patient God, You've been gracious Faithful whatever I'm feeling or facing So I'll bring my hard-fought, heartfelt, it-is-well hallelujah (Hallelujah) Oh, hallelujah (Hallelujah) Mmmm, yeah, hallelujah Hallelujah, hallelujah Oh-oh-oh, oh-oh-oh (Hallelujah) Hallelujah, oh, hallelujah Hallelujah, hallelujah, halle—, hallelujah Halle—, hallelujah",78,78,40,24,2025,307,302,joy,0.721185028553009,0.013123218901455402,0.002048803260549903,0.013392823748290539,0.721185028553009,0.165589839220047,0.0738539919257164,0.010806350037455559
Sparks,Coldplay,"Did I drive you away? I know what you'll say You say, ""Oh, sing one we know"" But I promise you this I'll always look out for you Yeah, that's what I'll do I say, oh I say, oh My heart is yours It's you that I hold onto Yeah, that's what I do And I know I was wrong But I won't let you down Oh, yeah, I will, yeah, I will, yes, I will I said, oh I cry, oh Yeah, I saw sparks Yeah, I saw sparks And I saw sparks Yeah, I saw sparks Sing it out La-la-la-la, oh-oh La-la-la-la, oh-oh La-la-la-la, oh-oh La-la-la-la, oh-oh",79,80,79,3,2000,150,109,sadness,0.33152347803115845,0.062320590019226074,0.06149676442146301,0.060655299574136734,0.07363411784172058,0.30154815316200256,0.33152347803115845,0.10882160067558289
Bar None,Jordan Davis,"If it weren’t your tires leavin' me in the dust If you weren’t the kind that you only find once Then the burn of this bourbon wouldn't be hurtin' so bad Yeah, you were for certain the best thing I ever had Bar, none Now I'm gettin' goner than your long-gone boots Nothin' I'm workin' on works on you I've been breakin' every bottle open Doin' what a banged up, broken heart does I'm gonna need three or four more Baby, if a movin' on had a scoreboard It'd say, ""You and your memory, one"" ""Me and this bar, none"" ""Me and this bar, me and this bar, none"" Yeah, me and them bottles up on that shelf Never had a problem gettin' over anyone else Lowest low I ever had's right now No doubt, hands down Bar, none Now I'm gettin' goner than your long-gone boots Nothin' I'm workin' on works on you I've been breakin' every bottle open Doin' what a banged up, broken heart does I'm gonna need three or four more Baby, if a movin' on had a scoreboard It'd say, ""You and your memory, one"" ""Me and this bar, none"" ""Me and this bar, me and this bar, none"" Yeah, I'm puttin' ninety to the test Damn, I still don't miss you less Bet tomorrow's hangover Is gonna be the worst one yet Bar, none Now I'm gettin' goner than your long-gone boots Nothin' I'm workin' on works on you I've been breakin' every bottle open Doin' what a banged up, broken heart does Gonna need three or four more Baby, if a movin' on had a scoreboard It'd say, ""You and your memory, one"" ""Me and this bar, none"" ""Me and this bar, me and this bar, none"" ""Me and this bar, me and this bar, none""",80,95,80,4,2025,307,303,sadness,0.2946911156177521,0.2544267773628235,0.09364425390958786,0.2210158407688141,0.0056375847198069096,0.10724062472581863,0.2946911156177521,0.023343831300735474
Went Legit,G Herbo,"Uh Everyday some new shit Beefin' with my bitch right now but life still lit Ridin' down the strip, half a million dollar whip Five M's for the kit for ice like this Everything I wanted to hit, I scratched 'em off the list Ask about me, word around the town, I'm a pimp Ho' won't get my heart, I'm puttin' ya' down, I'm not a simp Big OG, I'm him Park the 'Bach, the Lamb' and then go GLE, I'm trim Catch a nigga and blam, Drench Gang, we ain't none like them Only nigga you know that rap come through the 'Raq, no tint Hustlin', got them racks back, 'member my pockets was stacked with lint All blues hundreds look like flapjacks, now it's a duffle in my napsack I don't bap, go check my track record, niggas shot at us, we clapped back At 18 I was a sevеn-figure nigga after tax I spent a tickеt on both the bitches I wifed and that was facts On Twitter don't believe the hype, I put my life on wax I made a backend, blew that shit the same night at Sak's I wake up and go get that cake, I ain't the type relax Me and Dankworld split a lick three ways to get a brick of crack The Glock hit what's-his-name, like a freight train, his brains was on the tracks Don't play no games, mention my name, we caught 'em the same day, on Max Better not listen to what them fans sayin' on them damn apps I ain't snitchin' on my mans, nigga, fuck a fed tap Soon as we hop out that van, that's a fuckin' headtap And I'm GDK, EBK, MBG, NLMB crazy Give me a switch, it get like NC-double A, nigga, I'll blitz Niggas bitches, I don't appreciate it but he switch out like he crazy Sent a hit, I'm mad 'cause he made me, I was gettin' high at the Ritz 10K for the fit, I'm too wavy, 29, I'm rich with 3 babies Pinky ring, the wrist cost 380, really made it I'm the shit Investigations, yes I evaded, mouths shut, you know how we played it Now I'm M.I.A, might be vacant, thank God I went legit, swerve",81,89,81,4,2024,384,380,anger,0.3483279347419739,0.3483279347419739,0.07947045564651489,0.22217732667922974,0.02070656046271324,0.25752803683280945,0.05583292990922928,0.015956787392497063
Don't You Worry Baby,"Tyler, the Creator Featuring Madison McFerrin","Let me ride, let me ride Pop it, shake it Let me ride, let me ride Pop it, shake it Baby, brand-new bag (Let me ride, let me ride) Got a lil' bitch with a brand-new shag (Pop it, shake it) If I got my tag, got a brand-new day (Let me ride, let me ride) Gotta cap it again and I slide that ass Don't you worry, baby I've got time and I'm gon' give it to you I'll give you the world before you fall asleep Wake up Don't you worry, baby (Don't you worry) I've got time and I'm gon' give it to you (Just tell me your flavor) I'll give you the world before you fall asleep Damn, girl, you better move your hips Damn, girl, you better move your hips Damn, girl, you better move your hips Damn, girl, you better move your hips Damn, girl, you better move your hips Damn, girl, you better move your hips Damn, girl, you better move your hips Damn, girl, you better move your hips Don't you worry, baby (Don't you worry) I've got time and I'm gon' give it to you I'll give you the world before you fall asleep Wake up Don't you worry, baby (Don't you worry, baby, don't you worry) I've got time and I'm gon' give it to you (Just tell me your flavor) I'll give you the world before you fall asleep We both got on the train of love, you got off before me I guess I should conduct myself 'cause you ain't work for me (One pump, two pump, three pump) And then you fell asleep I need a freak, I'm givin' it a three (Haha) Invite me, boy (Uh-huh), I'd like to arrive (Yeah) We can carpool (Uh), cum at the same time (Fuck, same time) Same time (All I need is you) Don't hit my line if you gon' waste my time, wake up (Mm) Don't you worry, baby (Don't you worry) I've got time and I'm gon' give it to you I'll give you the world before you fall asleep Wake up Don't you worry, baby (Don't you worry) I've got time and I'm gon' give it to you (Just tell me your flavor) I'll give you the world before you fall asleep (Don't tap the glass) Let me ride, pop it, shake it Let me ride, pop it, shake it Let me ride, pop it, shake it Let me ride",82,59,59,2,2025,453,414,fear,0.9436175227165222,0.023866675794124603,0.003585289465263486,0.9436175227165222,0.003580868011340499,0.012688632123172283,0.0053732916712760925,0.0072876159101724625
Frecuencia,Dareyes de La Sierra,"Yo sé que vo'a morirme por eso bien loco vivo Le rezo a mi Diosito que me guíe por buen camino Me gusta la lavada y me encanta hablar contigo Y toda la plebada ya sabe que yo ando al tiro Ay, chiquio Es el Darey, plebes Yo sé que vo'a morirme por eso bien loco vivo Le rezo a mi Diosito que me guíe por buen camino Me gusta la lavada y me encanta hablar contigo Y toda la plebada ya sabe que yo ando al tiro Me echo un suspiro, de todo me cuido ¿Que tienеn conmigo? Si nada les pido Me trepo a la Suburban, lе marco a dos culitos De volada les caigo parece va haber trío Las morras bien calientes y yo aquí voy tendido No se me desesperen, en cuatro las pongo en cinco Dom Peri, tirada, la tusi dorada, tequila, lavada, quijada trabada Qué buena está la ondeada, está frecuencia me mama Los culos que me esperan en la cama Doble vaso de lean, ando mal pero visto clean Y unas damas, bien machin, pura verificada la que se me monta aquí Ja Es el Darey, bebé Jaja Así me gusta andar con tenis Jordan Me tapa la mirada una gorrita Chrome Heart Paseando en el Downtown, por ahí me han de guachar Y pa' quitarme el sueño me pongo uno de wax Me echo un suspiro, de todo me cuido ¿Que tienen conmigo? Si nada les pido Me trepo a la Suburban, le marco a dos culitos De volada les caigo parece va haber trío Las morras bien calientes y yo aquí voy tendido No se me desesperen, en cuatro las pongo en cinco (Cinco) Dom Peri, tirada, la tusi dorada, tequila, lavada, quijada trabada Qué buena está la ondeada, está frecuencia me mama Dos culos que me esperan en la cama Doble vaso de lean, ando mal pero visto clean Y unas damas, bien machin, pura verificada la que se me monta aquí Ja Uy-uy-uy Darey, yes Prajin Music Es el Darey, bebé ¡Uh! ¡Uh!",83,94,83,2,2025,347,344,neutral,0.5149449706077576,0.10439679771661758,0.0872947946190834,0.09367823600769043,0.05799681320786476,0.5149449706077576,0.038785770535469055,0.10290254652500153
Park,Tyler Hubbard,"I got a souped up ride, and I really wanna ride you 'round (Huh) And this time of night, there ain't no red lights out We got a good, long stretch of road To see how fast this thing will go But that shoulder on the side's lookin' mighty fine right now I can drive you from this holler to Hollywood (Hollywood) Got like seven hundred horses under the hood But I can't hold you at this high speed And you look good in that side seat While we makin' these tires scream in this old car All I wanna do is park All I wanna do is park We can burn this old dirt road like a racetrack Or we can turn the key and let the seats lay way back (Way back, yeah) Count the midnight windshiеld stars Watch the sunrise in my arms If we don't go nowhеre, girl, I wouldn't hate that I can drive you from this holler to Hollywood (Hollywood) Got like seven hundred horses under the hood But I can't hold you at this high speed And you look good in that side seat While we makin' these tires scream in this old car All I wanna do is park All I wanna do is park Oh, yeah-yeah-yeah Oh, ooh Mm, the way you lookin' in that glow, 'bout to go crazy Wanna cut that engine, kiss you slow, baby, oh, baby I can drive you from this holler to Hollywood Got like seven hundred horses under the hood But I can't hold you at this high speed And you look good in that side seat While we makin' these tires scream in this old car All I wanna do is park (All I wanna do is) All I wanna do is park (All I wanna do is) Pull this thing right over (Oh, yeah, all I wanna do is) Pull this thing on over",84,0,84,1,2024,325,322,neutral,0.28764060139656067,0.12035197019577026,0.03309310972690582,0.11724868416786194,0.03135807439684868,0.28764060139656067,0.17568808794021606,0.23461954295635223
Rather Lie,Playboi Carti & The Weeknd,"Я лучше совру, чем потеряю тебя, девочка Я лучше совру, чем запутаю тебя, девочка Правда в том, что мы обогнали их, и они хотят, чтоб мы сдохли Правда в том, что они не могут вынести меня на вершине Я лучше избавлю тебя от подробностей, моя любовь О, я лучше (Wake up, F1LTHY) Я лучше совру, чем потеряю тебя, я лучше совру (Swamp Izzo, хахаха) Я лучше, я лучше Я лучше совру, чем потеряю тебя, я лучше совру Я лучше, я лучше Я лучше совру, чем потеряю тебя Она хочет ебаться, давай помиримся У бывшей есть проблема, скажи ему чё-нибудь (Сия) Дом на холмах, можем тусить там (Сия) Детка, можешь остаться, мы можем повеселиться Она нихуя не делает, просто лежит Всё, что она хочет – я могу устроить Сто тысяч баксов в заброшке (Сия) Сто тысяч баксов в заброшке Она хочет перерыв – и я это даю Она пытается уйти, сказала мне что она—, а Сказала, что уходит, она хочет—, а Я не в себе, это меня—, а Она сразу же наклонилась, и тогда всё было бруто На вершине мы можем плавать в бассейне (Сия) В пентхаусе я наслаждаюсь тобой (Ха) Сказала, что трахается, что трахается со мной, е (Ха) О, ты знаешь, я лучше совру тебе, чем потеряю и разобью твоё сердце Я лучше совру тебе, чем скажу правду и оставлю тебя в беде (Сия) Как ты собираешься дойти до этого? Детка, знай, что ты ебёшься со звездой (Е) Детка, знай, что ты ебёшься со звездой (Е) Я лучше совру, чем потерять тебя, девочка Я лучше совру, чем запутаю тебя, девочка Правда в том, что мы обогнали их, и они хотят, чтоб мы сдохли Правда в том, что они не могут вынести меня на вершине Я лучше избавлю тебя от подробностей, моя любовь (Хахаха) О, я лучше Я лучше совру, чем потерять тебя, я лучше совру Я лучше Я вернулся на трек, выхожу из себя вот так Я снова на лине, буду говорить вот так Я снова в этом дерьме, буду ходить вот так В доме есть вид, и мы можем трахаться вот так Ниггеры злятся, когда я говорю такое дерьмо Ниггеры злятся, потому что я забрал его шлюху (Стой) Этот ниггер зол, потому что я трахнул её Закадрил кугуара, я моложе Проникаю глубоко, как поршень Снял с неё трусики Противоположности всегда притягиваются, как ты радуешься, а потом злишься? (Сия) Но я хочу тебя сильно, а она хочет помириться Я просто скажу тебе, что это настоящая любовь, отдам тебе свою почку Запястье Филадельфия, моё, я трачу Я одновременно на лине и молли, не могу даже стоять (Чё?) Запястье в морозилке Я рухну, потому что ты моя Подъеду, окажусь позади тебя Вся эта жопа, дай укусить её Отдам тебе свою карту, скажу: «Проводи» Это не ты, это я, это не я, это ты Я знаю, что это трудно понять, но я скорее совру, чем потеряю Я лучше, я лучше, я лучше Я лучше совру, чем потеряю тебя, девочка (Swamp Izzo, хахаха) Я лучше совру, чем запутаю тебя, девочка Правда в том, что мы обогнали их, и они хотят, чтоб мы сдохли Правда в том, что они не могут вынести меня на вершине Я лучше избавлю тебя от подробностей, моя любовь О, я лучше Я лучше совру, чем потеряю тебя, я лучше совру (Wake up, F1LTHY) Я лучше, я лучше Я лучше совру, чем потеряю тебя, я лучше совру Я лучше, я лучше Я лучше совру, чем потеряю тебя",85,98,4,20,2025,581,567,neutral,0.5054776668548584,0.05319681763648987,0.07024100422859192,0.2679451107978821,0.018011972308158875,0.5054776668548584,0.06506682187318802,0.020060619339346886
Nice To Meet You,Myles Smith,"Lonely in this crowd, I sit alone, oh One more drink away from heading home, oh Oh, I could feel the night slipping by Oh, away from me And, oh, she caught my eye through the light Then she came right up to me She said, ""Oh, hi, nice to meet you Tonight, maybe we could Go dance, get up off our feet"" She said, ""This life ain't forever One song, here together Then let's play it on repeat"" We could dance, we could dance all night We could dance till the morning light Lеt's forget about our worries and the wild world outsidе She said, ""Oh, hi, nice to meet you Tonight, maybe we could Go dance, get up off our feet"" We could dance, we could dance all night She took my hand and led me through the dark, oh She said, ""Feel the beat, forget that broken heart"", oh And, oh, I can feel the night slipping by Oh, away from me And, oh, I saw the light in her eyes Glad she came right up to me She said, ""Oh, hi, nice to meet you Tonight, maybe we could Go dance, get up off our feet"" She said, ""This life ain't forever One song, here together Then let's play it on repeat"" We could dance, we could dance all night We could dance till the morning light Let's forget about our worries and the wild world outside She said, ""Oh, hi, nice to meet you Tonight, maybe we could Go dance, get up off our feet"" We could dance, we could dance all night We could dance, we could dance all night She said, ""Oh, hi, nice to meet you Tonight, maybe we could Go dance, get up off our feet"" She said, ""This life ain't forever One song, here together Then let's play it on repeat"" We could dance, we could dance all night",86,96,82,8,2024,325,319,sadness,0.515247106552124,0.009756885468959808,0.017042864114046097,0.282619833946228,0.019453391432762146,0.1194966733455658,0.515247106552124,0.036383211612701416
Somewhere Over Laredo,Lainey Wilson,"Caught me a red-eye flight out of Houston Found me a window seat with a view Headed out west for South California One Titos in, I'm thinkin' 'bout you In that little border town Where the desert glows gold When the sun goes down My head's thirty thousand feet in the clouds Knowin' twenty minutes from now I'll be somewhere over Laredo Dreamin' about those rodeo nights Laid there on the banks of the Rio New silver buckle on your jeans next to mine Couple wrong for each other Lonestar-crossed lovers Born to get gone from the get-go But you're on my mind every time I'm chasin' this neon rainbow Somewhere over Laredo I'm flyin' high on a 737 Yeah, boy, I'm eye level with these stars You think I'd be five miles closer to Heaven But I reckon Heaven's down there where you are Do you stop and stare at the Texas sky Up in the air and wonder if I'm Somewhere over Laredo? Dreamin' about those rodeo nights Laid there on the banks of the Rio New silver buckle on your jeans next to mine Couple wrong for each other Lonestar-crossed lovers Born to get gone from the get-go But you're on my mind every time I'm chasin' this neon rainbow Somewhere over Laredo Where the blackbirds fly Once in a lullaby For a second, I'm still yours And you're still mine Somewhere over Laredo Dreamin' about those rodeo nights Laid there on the banks of the Rio New silver buckle on your jeans next to mine Couple wrong for each other Lonestar-crossed lovers Born to get gone from the get-go But you're on my mind every time I'm chasin' this neon rainbow Somewhere over Laredo Ooh Somewhere over Laredo Somewhere over Laredo",87,99,87,4,2025,300,295,neutral,0.5726127028465271,0.018443649634718895,0.004339056089520454,0.025116316974163055,0.0560288280248642,0.5726127028465271,0.08521399646997452,0.23824550211429596
EOO,Bad Bunny,"Ella viene por ahí y nunca llega sola, so-so-so-so— Ella nunca llega sola To' los bandi-bandido' le sueltan las pistola', pa-pa-pa-pa— Esta es noche lo que hay-hay-hay-hay-hay (Dice) Perreo, baby (Sobeteo, baby) Tra-tra, baby (Hasta abajo, baby) En la disco, baby (Yo te cojo, baby) Tra-tra, baby (Tra-tra, baby) Perreo, baby (Sobeteo, baby) Tra-tra, baby (Hasta abajo, baby) En la disco, baby (Yo te cojo, baby) Ey (Tra-tra, baby), ey (Tra-tra, baby) Yo se la mamo y se pone contenta Está wheeleá' y ya cumplió los 30 Después de las 12 no los cuenta No la llame' en el jangueo si no quiere' que mienta 'Tás escuchando al número uno en venta' Por eso con nosotro' nadiе inventa Me siento como un bichotе en los 90 Lo tengo para'o, ven pa' que lo sienta' Dale, mami, pégate (¡Ah!), vírate Si me mira' mucho, sabe' que voy a besarte Dale, mami, pégate (¡Ah!), vírate Si te beso y me lo agarra', entonce' vo'a llevarte Mira, puñeta, no me quiten el pe-pe-pe-pe-pe-pe-pe— Mami, yo sé que tú te vuelve' loca cuando el perreo te azota Pero obliga'o tú te acuerda' de mí si me ve' por ahí Mami, yo sé que tú te vuelve' loca cuando el perreo te azota Pero obliga'o tú te acuerda' de mí, de cuando te di Perreo, baby, tra-tra, baby En la disco, baby, vamo' a darle, baby Hasta abajo, baby, no te quite', baby Bellaqueo, baby, tú y yo solos, baby Perreo, baby, tra-tra, baby En la disco, baby, te lo meto, baby Aquí mismo, baby, delante de tu baby Te compro la BM y también el AP Ey, te doy de'o bailando, mami, estoy testing (Dale), ey Tráete a tu bestie (Uh), que a la do' le bajamo' el panty (Tra) Tiene a 20 en lista 'e waiting (Dale) Te lo tiro en la espalda, body painting (¡Oh!) Rompiendo la calle desde los twenty Anda cazando, no está dating Rompe la calle siempre que sale Mami, tú 'tá fit, vo'a lamberte lo' abdominale' Rompe la calle siempre que sale Me gusta' porque tú y yo somo' iguale' Siempre queremo' perreo, -eo Tú y yo 'tamo envuelto' en el bellaqueo Cuando nos ponen perreo, -eo, ey No me ronquen, cabrone', que acá no lo' veo 'Tás escuchando música de Puerto Rico, cabrón Nosotro' nos criamo' escuchando y cantando esto En los caserío', en los barrio' Desde los 90 hasta el 2000 por siempre Y ando con el mejor de to' los tiempo, Tainy Y yo no tengo que roncar, ustedes saben ya Yeah-yeah-yeah-yeah, yeah-yeah-yeah-yeah Bad Bunny, baby, Bad Bunny, baby, eh Tainy, Tainy, Tainy, Tainy Chequéate la historia",88,93,24,28,2025,446,442,fear,0.5920025706291199,0.07234693318605423,0.02856939658522606,0.5920025706291199,0.049566444009542465,0.20139458775520325,0.04058252274990082,0.015537499450147152
Go Baby,Justin Bieber,"That's my baby, she's iconic IPhone case, lip gloss on it And, oh, my days, she keeps 'em talkin' It's comedy, just block it out, my baby When sunlight turns to shadows and it gets hard to face Like water to a flower, babe, I know you need the rain Nothing needs to work out and nothing needs to break Don't need to pretend that you're okay So cry on my shoulder, just turn into me Cry on my shoulder whenever you need it You better believe that I can hold all the weight That you feel inside So cry on my shoulder, that lone melody Cry on my shoulder, I know your heart breaks, but Lay it all down, and I can love it away Just stay by my side, oh So go, baby, go, baby, go, baby Go, baby, go, baby, go, uh Just go, baby, go, baby, go, baby Go, baby, go, baby, go, oh (Oh, oh) Sunday to Sunday, I'm here whеn you're weak Closer bеside me, it's always okay Every moment, you know where to find me You don't have to speak, I can read you (Ooh) When sunlight turns to shadows and it gets hard to face Like water to a flower, babe, I know you need the rain Nothing needs to work out and nothing needs to break (Ah-oh) Don't need to pretend that you're okay (Ah, ooh) So cry on my shoulder, just turn into me Cry on my shoulder whenever you need it You better believe that I can hold all the weight That you feel inside So cry on my shoulder, that lone melody Cry on my shoulder, I know your heart breaks, but Lay it all down, and I can love it away Just stay by my side So go, baby, go, baby, go, baby Go, baby, go, baby, go, uh Said go, baby, go, baby, go, baby Go, baby, go, baby, go, oh (Oh, oh; cry on my) Won't you cry on? Won't you cry on my? (Cry on my) Won't you cry on? Won't you cry on? Won't you cry on my? (Cry on my) Won't you cry on? Won't you cry on? Won't you cry on my? (Cry on my) Won't you cry on my? (Cry on my)",89,66,18,3,2025,386,382,sadness,0.875305712223053,0.009677437134087086,0.006157678551971912,0.0085472846403718,0.016840582713484764,0.07041022181510925,0.875305712223053,0.013061005622148514
Whim Whamiee,PLUTO & YKNIECE,"We finna make a hit tonight, PLUTO Let's ride, ah Let's go (Ride this shit just— come on) Let's ride (Zaytoven, hahaha) Big PLUTO, bitch, like, what the fuck? Slidin' down Ashby with the brew, you know we deep as fuck (We deep as fuck, ho) He want me bad, heard he a duck, can't get no coochie out the queen, put some Lulu on this butt (Lululemon) Fuck a scram, we gettin' money Fresh to death when I pop out, ho, you forever lookin' funny (You lookin' funny, ho) Free pickin', bitch, I'm with the gang, called up bro, somethin' like a choir, they gon' let them Dracos sing (Gra-da-da-da) Whim, wham, bitch, you burnt out (Yo) Whim, wham, oh, bitch, I'm turnt now (Oh bitch, I'm turnt) Catchin' plays, stay out the way (Mhm) That's my type, I'm tryna fuck, bitch, and right now (Right now) Yeah, we gettin' money (Huh) Yeah, we gettin' pape' (For sure) Shake that ass, hit a split, throw that wham all in his face We forever gettin' money, you forever gon' be mad Somethin' like BunnaB, 'cause her nigga dropped the bag Shake that ass, ho (Shake that ass), whim, whamie Go get a bag, ho (Uh-huh, uh-huh), 'cause you don't scare me (Uh-huh, ho) Shake that ass, ho, whim, whamie (Huncho PLUTO) Go get a bag ho, 'cause you don't scare me (Don't scare me) YK, what's up? Scram-ass ho, oh, yeah, you broke We get some money, we want some more If you ain't a ten then hit the door (Then hit this door, ho) He want this cat, I'm makin' plays No type of time, I'm makin' pape' I might just put it in his face (I'm talkin' 'bout in it) Whim, wham, bitch, you burnt out (Bitch, you burnt out) Whim, whim, oh, bitch, I'm turnt now (Oh, bitch, I'm turnt now) Catchin' plays, stayin' out the way (Mhm) That's my type, I'm tryna fuck, bitch, and right now Yeah, we gettin' money Yeah, we gettin' pape' Shake that ass, hit a split (Let's go), throw that wham all in his face (Whim, wham) We forever gettin' money, you forever gon' be mad Somethin' like BunnaB, 'cause her nigga dropped the bag Shake that ass, ho, whim, whamie I said, uh— you don't scare me Shake that ass, ho, whim, whamie (Whim, whamie) Go get a bag ho (Get that bag), like you don't scare me (Ho, what's up?) Man, ah-ha-ha-ha Talkin' about ""The biggest"" Man y'all hoes (At all), talkin' about their scram ass (At all, at all) Oh, I'm not playin' (Ah-ha-ha-ha) You think this shit a joke? We just made a hit on y'all hoes, yeah, we goin' up Yeah, let's do it, y'all hoes shake that ass What we doin'?",90,88,51,15,2025,470,466,anger,0.7117066979408264,0.7117066979408264,0.1962461918592453,0.028890926390886307,0.010327459312975407,0.0246167853474617,0.014701577834784985,0.013510353863239288
Marlboro Rojo,Fuerza Regida,"Viejito, súbele a la bocina Pa' sentir machín la adrenalina de andar tirando vergazos Nomás pilas con el radio (Nomás pilas con el radio) Pásenme un Marlboro de los rojos De esos de hace rato traigo antojo, taquicardio me decía Primo, es que así es la movida Las duras pa' los impactos Las balas del diablo, yo solo pienso en tus ojos Las pierneras ajustadas Los peines repletos pa' tumbarles bien los mocos Y no se sabe si de esta salimos con vida En el desmadre anda bien pilas la malilla Pura Fuerza Regida, viеjo ¡Otro pedo! Pura verga, son caricatura Tostones pa' los dе las altura, lentesones pa' los vientos Perro está el GT500 Cachas de oro brilla en la cintura Con el cuerno te llevo a la luna París, Francia son mi cielo Ya dejémonos de cuento Las duras pa' los impactos Las balas del diablo, yo solo pienso en tus ojos Las pierneras ajustadas Los peines repletos pa' tumbarles bien los mocos Y no se sabe si de esta salimos con vida En el desmadre anda bien pilas la malilla",91,0,64,11,2025,187,183,neutral,0.6836254596710205,0.03665299713611603,0.009235863573849201,0.09901508688926697,0.05810249596834183,0.6836254596710205,0.05353529378771782,0.0598328523337841
